Product Name,Order YearMonth,Order Quantity,Year Month,Warehouse Inventory,Inventory Cost Per Unit,Inventory to Sales Delta
Nike Men's Deutschland Weltmeister Winners Bl,201702,3.0,201702,0,1.62649,-3.0
Nike Men's Deutschland Weltmeister Winners Bl,201703,5.0,201703,1,1.1724,-4.0
Nike Men's Deutschland Weltmeister Winners Bl,201704,9.0,201704,1,0.95976,-8.0
Nike Men's Deutschland Weltmeister Winners Bl,201705,4.0,201705,4,1.04896,0.0
Nike Men's Deutschland Weltmeister Winners Bl,201709,3.0,201709,5,1.14285,2.0
Nike Men's Dri-FIT Victory Golf Polo,201501,311.0,201501,164,2.03051,-147.0
Nike Men's Dri-FIT Victory Golf Polo,201502,302.0,201502,497,0.21604,195.0
Nike Men's Dri-FIT Victory Golf Polo,201503,365.0,201503,11,1.85032,-354.0
Nike Men's Dri-FIT Victory Golf Polo,201504,333.0,201504,625,0.5084,292.0
Nike Men's Dri-FIT Victory Golf Polo,201505,262.0,201505,65,2.24636,-197.0
Nike Men's Dri-FIT Victory Golf Polo,201506,350.0,201506,520,1.79808,170.0
Nike Men's Dri-FIT Victory Golf Polo,201507,344.0,201507,656,0.25506,312.0
Nike Men's Dri-FIT Victory Golf Polo,201508,255.0,201508,111,0.65586,-144.0
Nike Men's Dri-FIT Victory Golf Polo,201509,270.0,201509,139,0.89827,-131.0
Nike Men's Dri-FIT Victory Golf Polo,201510,316.0,201510,505,1.60906,189.0
Nike Men's Dri-FIT Victory Golf Polo,201511,270.0,201511,455,2.31835,185.0
Nike Men's Dri-FIT Victory Golf Polo,201512,215.0,201512,37,1.54673,-178.0
Nike Men's Dri-FIT Victory Golf Polo,201601,321.0,201601,596,1.6041,275.0
Nike Men's Dri-FIT Victory Golf Polo,201602,290.0,201602,11,1.9413,-279.0
Nike Men's Dri-FIT Victory Golf Polo,201603,281.0,201603,78,1.02936,-203.0
Nike Men's Dri-FIT Victory Golf Polo,201604,261.0,201604,156,0.87258,-105.0
Nike Men's Dri-FIT Victory Golf Polo,201605,353.0,201605,204,1.85538,-149.0
Nike Men's Dri-FIT Victory Golf Polo,201606,279.0,201606,417,0.82901,138.0
Nike Men's Dri-FIT Victory Golf Polo,201607,302.0,201607,561,2.22411,259.0
Nike Men's Dri-FIT Victory Golf Polo,201608,322.0,201608,103,0.5196,-219.0
Nike Men's Dri-FIT Victory Golf Polo,201609,289.0,201609,137,0.85492,-152.0
Nike Men's Dri-FIT Victory Golf Polo,201610,365.0,201610,251,2.07064,-114.0
Nike Men's Dri-FIT Victory Golf Polo,201611,365.0,201611,248,0.50162,-117.0
Nike Men's Dri-FIT Victory Golf Polo,201612,277.0,201612,471,1.46573,194.0
Nike Men's Dri-FIT Victory Golf Polo,201701,321.0,201701,13,2.26937,-308.0
Nike Men's Dri-FIT Victory Golf Polo,201702,352.0,201702,302,1.64554,-50.0
Nike Men's Dri-FIT Victory Golf Polo,201703,313.0,201703,619,0.91387,306.0
Nike Men's Dri-FIT Victory Golf Polo,201704,220.0,201704,159,0.15548,-61.0
Nike Men's Dri-FIT Victory Golf Polo,201705,309.0,201705,618,1.72087,309.0
Nike Men's Dri-FIT Victory Golf Polo,201706,284.0,201706,638,2.01241,354.0
Nike Men's Dri-FIT Victory Golf Polo,201707,284.0,201707,619,2.24667,335.0
Nike Men's Dri-FIT Victory Golf Polo,201708,302.0,201708,154,1.15865,-148.0
Nike Men's Dri-FIT Victory Golf Polo,201709,303.0,201709,531,0.92767,228.0
Nike Men's Dri-FIT Victory Golf Polo,201710,10.0,201710,19,2.29996,9.0
Nike Men's Dri-FIT Victory Golf Polo,201711,5.0,201711,14,1.05628,9.0
Nike Men's Dri-FIT Victory Golf Polo,201712,3.0,201712,2,1.29291,-1.0
Nike Men's Fingertrap Max Training Shoe,201705,5.0,201705,5,1.37178,0.0
Nike Men's Fingertrap Max Training Shoe,201706,2.0,201706,4,0.43432,2.0
Nike Men's Fingertrap Max Training Shoe,201708,4.0,201708,4,1.01945,0.0
Nike Men's Fingertrap Max Training Shoe,201709,1.0,201709,2,2.23725,1.0
Nike Men's Free 5.0+ Running Shoe,201501,241.0,201501,18,2.25689,-223.0
Nike Men's Free 5.0+ Running Shoe,201502,193.0,201502,97,0.82492,-96.0
Nike Men's Free 5.0+ Running Shoe,201503,159.0,201503,190,1.69415,31.0
Nike Men's Free 5.0+ Running Shoe,201504,172.0,201504,280,0.31749,108.0
Nike Men's Free 5.0+ Running Shoe,201505,179.0,201505,252,1.61444,73.0
Nike Men's Free 5.0+ Running Shoe,201506,164.0,201506,29,2.18684,-135.0
Nike Men's Free 5.0+ Running Shoe,201507,138.0,201507,161,1.89773,23.0
Nike Men's Free 5.0+ Running Shoe,201508,153.0,201508,363,2.24611,210.0
Nike Men's Free 5.0+ Running Shoe,201509,126.0,201509,28,1.57992,-98.0
Nike Men's Free 5.0+ Running Shoe,201510,193.0,201510,407,0.19575,214.0
Nike Men's Free 5.0+ Running Shoe,201511,143.0,201511,231,1.66624,88.0
Nike Men's Free 5.0+ Running Shoe,201512,142.0,201512,370,0.35419,228.0
Nike Men's Free 5.0+ Running Shoe,201601,152.0,201601,282,0.31581,130.0
Nike Men's Free 5.0+ Running Shoe,201602,110.0,201602,163,0.35399,53.0
Nike Men's Free 5.0+ Running Shoe,201603,133.0,201603,333,0.21305,200.0
Nike Men's Free 5.0+ Running Shoe,201604,140.0,201604,343,1.52666,203.0
Nike Men's Free 5.0+ Running Shoe,201605,113.0,201605,261,2.24123,148.0
Nike Men's Free 5.0+ Running Shoe,201606,131.0,201606,307,0.89084,176.0
Nike Men's Free 5.0+ Running Shoe,201607,206.0,201607,111,1.38024,-95.0
Nike Men's Free 5.0+ Running Shoe,201608,180.0,201608,3,0.34644,-177.0
Nike Men's Free 5.0+ Running Shoe,201609,159.0,201609,87,0.9128,-72.0
Nike Men's Free 5.0+ Running Shoe,201610,123.0,201610,148,1.47872,25.0
Nike Men's Free 5.0+ Running Shoe,201611,154.0,201611,262,2.18361,108.0
Nike Men's Free 5.0+ Running Shoe,201612,133.0,201612,352,0.69697,219.0
Nike Men's Free 5.0+ Running Shoe,201701,101.0,201701,17,0.27078,-84.0
Nike Men's Free 5.0+ Running Shoe,201702,183.0,201702,147,0.34474,-36.0
Nike Men's Free 5.0+ Running Shoe,201703,127.0,201703,97,0.24145,-30.0
Nike Men's Free 5.0+ Running Shoe,201704,154.0,201704,159,1.00909,5.0
Nike Men's Free 5.0+ Running Shoe,201705,148.0,201705,253,1.62216,105.0
Nike Men's Free 5.0+ Running Shoe,201706,141.0,201706,80,1.18471,-61.0
Nike Men's Free 5.0+ Running Shoe,201707,142.0,201707,329,0.2943,187.0
Nike Men's Free 5.0+ Running Shoe,201708,95.0,201708,234,2.17224,139.0
Nike Men's Free 5.0+ Running Shoe,201709,169.0,201709,105,0.35137,-64.0
Nike Men's Free 5.0+ Running Shoe,201710,4.0,201710,7,1.31385,3.0
Nike Men's Free 5.0+ Running Shoe,201711,6.0,201711,3,2.24632,-3.0
Nike Men's Free 5.0+ Running Shoe,201712,1.0,201712,1,1.26321,0.0
Nike Men's Free TR 5.0 TB Training Shoe,201705,5.0,201705,2,1.36982,-3.0
Nike Men's Free TR 5.0 TB Training Shoe,201706,9.0,201706,6,2.21631,-3.0
Nike Men's Free TR 5.0 TB Training Shoe,201707,13.0,201707,9,0.13025,-4.0
Nike Men's Free TR 5.0 TB Training Shoe,201708,1.0,201708,0,1.97209,-1.0
Nike Men's Free TR 5.0 TB Training Shoe,201709,2.0,201709,3,2.07699,1.0
Nike Men's Kobe IX Elite Low Basketball Shoe,201701,1.0,201701,1,1.08272,0.0
Nike Men's Kobe IX Elite Low Basketball Shoe,201703,1.0,201703,0,1.88333,-1.0
Nike Men's Kobe IX Elite Low Basketball Shoe,201705,3.0,201705,5,1.186,2.0
Nike Men's Kobe IX Elite Low Basketball Shoe,201706,4.0,201706,2,2.00456,-2.0
Nike Men's Kobe IX Elite Low Basketball Shoe,201707,1.0,201707,2,1.86232,1.0
Nike Men's Kobe IX Elite Low Basketball Shoe,201708,3.0,201708,3,1.25083,0.0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201506,4.0,201506,1,1.82456,-3.0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201512,2.0,201512,3,1.55783,1.0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201608,4.0,201608,1,1.45375,-3.0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201703,4.0,201703,6,0.31117,2.0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201705,3.0,201705,5,2.28035,2.0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201706,10.0,201706,12,0.19863,2.0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201707,5.0,201707,7,1.46946,2.0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201708,11.0,201708,0,0.31168,-11.0
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201709,5.0,201709,8,1.65839,3.0
Nike Women's Legend V-Neck T-Shirt,201501,4.0,201501,7,0.17007,3.0
Nike Women's Legend V-Neck T-Shirt,201502,5.0,201502,1,0.81887,-4.0
Nike Women's Legend V-Neck T-Shirt,201504,5.0,201504,6,1.88516,1.0
Nike Women's Legend V-Neck T-Shirt,201505,12.0,201505,22,1.56667,10.0
Nike Women's Legend V-Neck T-Shirt,201507,4.0,201507,4,0.385,0.0
Nike Women's Legend V-Neck T-Shirt,201508,1.0,201508,0,0.2329,-1.0
Nike Women's Legend V-Neck T-Shirt,201510,5.0,201510,1,1.97493,-4.0
Nike Women's Legend V-Neck T-Shirt,201511,5.0,201511,0,1.61851,-5.0
Nike Women's Legend V-Neck T-Shirt,201512,1.0,201512,1,2.19468,0.0
Nike Women's Legend V-Neck T-Shirt,201602,4.0,201602,3,1.10766,-1.0
Nike Women's Legend V-Neck T-Shirt,201603,4.0,201603,7,1.34217,3.0
Nike Women's Legend V-Neck T-Shirt,201604,5.0,201604,7,2.05172,2.0
Nike Women's Legend V-Neck T-Shirt,201606,5.0,201606,1,1.37856,-4.0
Nike Women's Legend V-Neck T-Shirt,201607,3.0,201607,2,1.40885,-1.0
Nike Women's Legend V-Neck T-Shirt,201608,3.0,201608,3,0.98294,0.0
Nike Women's Legend V-Neck T-Shirt,201609,6.0,201609,4,1.73148,-2.0
Nike Women's Legend V-Neck T-Shirt,201610,7.0,201610,8,2.29201,1.0
Nike Women's Legend V-Neck T-Shirt,201611,2.0,201611,4,0.4026,2.0
Nike Women's Legend V-Neck T-Shirt,201612,8.0,201612,14,2.24884,6.0
Nike Women's Legend V-Neck T-Shirt,201701,1.0,201701,2,0.71885,1.0
Nike Women's Legend V-Neck T-Shirt,201702,9.0,201702,9,2.23701,0.0
Nike Women's Legend V-Neck T-Shirt,201703,4.0,201703,5,2.09038,1.0
Nike Women's Legend V-Neck T-Shirt,201704,5.0,201704,1,0.36913,-4.0
Nike Women's Tempo Shorts,201501,23.0,201501,43,2.30847,20.0
Nike Women's Tempo Shorts,201502,8.0,201502,11,0.55044,3.0
Nike Women's Tempo Shorts,201503,5.0,201503,7,2.02657,2.0
Nike Women's Tempo Shorts,201504,10.0,201504,5,1.05173,-5.0
Nike Women's Tempo Shorts,201505,1.0,201505,0,1.04897,-1.0
Nike Women's Tempo Shorts,201506,8.0,201506,9,1.29246,1.0
Nike Women's Tempo Shorts,201508,1.0,201508,2,2.28426,1.0
Nike Women's Tempo Shorts,201509,9.0,201509,5,0.45997,-4.0
Nike Women's Tempo Shorts,201510,8.0,201510,1,1.42969,-7.0
Nike Women's Tempo Shorts,201511,2.0,201511,4,2.22715,2.0
Nike Women's Tempo Shorts,201512,4.0,201512,8,0.25819,4.0
Nike Women's Tempo Shorts,201601,4.0,201601,6,1.3884,2.0
Nike Women's Tempo Shorts,201602,3.0,201602,0,1.75337,-3.0
Nike Women's Tempo Shorts,201603,4.0,201603,8,1.75323,4.0
Nike Women's Tempo Shorts,201605,8.0,201605,6,0.49427,-2.0
Nike Women's Tempo Shorts,201606,8.0,201606,1,1.57255,-7.0
Nike Women's Tempo Shorts,201607,1.0,201607,2,0.28389,1.0
Nike Women's Tempo Shorts,201608,12.0,201608,1,0.91353,-11.0
Nike Women's Tempo Shorts,201610,12.0,201610,8,0.57682,-4.0
Nike Women's Tempo Shorts,201611,6.0,201611,3,0.76859,-3.0
Nike Women's Tempo Shorts,201612,2.0,201612,3,1.65004,1.0
Nike Women's Tempo Shorts,201701,1.0,201701,1,0.77932,0.0
Nike Women's Tempo Shorts,201703,1.0,201703,2,1.69635,1.0
Nike Women's Tempo Shorts,201704,12.0,201704,0,2.26924,-12.0
Nike Women's Tempo Shorts,201707,4.0,201707,2,0.21754,-2.0
O'Brien Men's Neoprene Life Vest,201501,400.0,201501,442,2.34227,42.0
O'Brien Men's Neoprene Life Vest,201502,249.0,201502,144,2.34024,-105.0
O'Brien Men's Neoprene Life Vest,201503,340.0,201503,589,1.65009,249.0
O'Brien Men's Neoprene Life Vest,201504,306.0,201504,116,1.16913,-190.0
O'Brien Men's Neoprene Life Vest,201505,199.0,201505,399,1.97283,200.0
O'Brien Men's Neoprene Life Vest,201506,268.0,201506,430,0.73998,162.0
O'Brien Men's Neoprene Life Vest,201507,269.0,201507,22,1.99292,-247.0
O'Brien Men's Neoprene Life Vest,201508,200.0,201508,58,1.14754,-142.0
O'Brien Men's Neoprene Life Vest,201509,330.0,201509,414,1.38343,84.0
O'Brien Men's Neoprene Life Vest,201510,214.0,201510,423,0.64118,209.0
O'Brien Men's Neoprene Life Vest,201511,317.0,201511,64,1.19906,-253.0
O'Brien Men's Neoprene Life Vest,201512,296.0,201512,326,2.15799,30.0
O'Brien Men's Neoprene Life Vest,201601,320.0,201601,56,0.96627,-264.0
O'Brien Men's Neoprene Life Vest,201602,304.0,201602,132,2.33072,-172.0
O'Brien Men's Neoprene Life Vest,201603,263.0,201603,83,0.62865,-180.0
O'Brien Men's Neoprene Life Vest,201604,237.0,201604,470,1.80975,233.0
O'Brien Men's Neoprene Life Vest,201605,350.0,201605,136,1.46267,-214.0
O'Brien Men's Neoprene Life Vest,201606,255.0,201606,190,0.40214,-65.0
O'Brien Men's Neoprene Life Vest,201607,359.0,201607,24,0.46066,-335.0
O'Brien Men's Neoprene Life Vest,201608,266.0,201608,528,0.36478,262.0
O'Brien Men's Neoprene Life Vest,201609,217.0,201609,339,0.54179,122.0
O'Brien Men's Neoprene Life Vest,201610,375.0,201610,135,0.72199,-240.0
O'Brien Men's Neoprene Life Vest,201611,262.0,201611,438,1.34637,176.0
O'Brien Men's Neoprene Life Vest,201612,285.0,201612,460,0.46938,175.0
O'Brien Men's Neoprene Life Vest,201701,259.0,201701,491,0.67102,232.0
O'Brien Men's Neoprene Life Vest,201702,300.0,201702,189,1.79941,-111.0
O'Brien Men's Neoprene Life Vest,201703,246.0,201703,175,2.09784,-71.0
O'Brien Men's Neoprene Life Vest,201704,287.0,201704,583,0.94685,296.0
O'Brien Men's Neoprene Life Vest,201705,272.0,201705,599,0.85134,327.0
O'Brien Men's Neoprene Life Vest,201706,226.0,201706,477,1.34404,251.0
O'Brien Men's Neoprene Life Vest,201707,303.0,201707,91,1.14654,-212.0
O'Brien Men's Neoprene Life Vest,201708,210.0,201708,436,1.93181,226.0
O'Brien Men's Neoprene Life Vest,201709,205.0,201709,150,0.91578,-55.0
O'Brien Men's Neoprene Life Vest,201710,5.0,201710,8,2.0023,3.0
Ogio Race Golf Shoes,201704,1.0,201704,0,0.6956,-1.0
Ogio Race Golf Shoes,201705,3.0,201705,1,2.00431,-2.0
Ogio Race Golf Shoes,201706,1.0,201706,2,0.56082,1.0
Ogio Race Golf Shoes,201707,2.0,201707,4,0.62541,2.0
Ogio Race Golf Shoes,201708,5.0,201708,1,0.55284,-4.0
Pelican Maverick 100X Kayak,201709,7.0,201709,3,1.41186,-4.0
Pelican Sunstream 100 Kayak,201501,86.0,201501,132,2.03202,46.0
Pelican Sunstream 100 Kayak,201502,80.0,201502,32,0.12971,-48.0
Pelican Sunstream 100 Kayak,201503,67.0,201503,42,1.09734,-25.0
Pelican Sunstream 100 Kayak,201504,82.0,201504,100,0.62622,18.0
Pelican Sunstream 100 Kayak,201505,80.0,201505,35,2.18038,-45.0
Pelican Sunstream 100 Kayak,201506,67.0,201506,12,1.42169,-55.0
Pelican Sunstream 100 Kayak,201507,70.0,201507,26,2.0822,-44.0
Pelican Sunstream 100 Kayak,201508,94.0,201508,105,1.92446,11.0
Pelican Sunstream 100 Kayak,201509,80.0,201509,22,1.27204,-58.0
Pelican Sunstream 100 Kayak,201510,80.0,201510,138,0.94489,58.0
Pelican Sunstream 100 Kayak,201511,64.0,201511,53,1.28276,-11.0
Pelican Sunstream 100 Kayak,201512,97.0,201512,55,0.7187,-42.0
Pelican Sunstream 100 Kayak,201601,93.0,201601,106,0.31165,13.0
Pelican Sunstream 100 Kayak,201602,68.0,201602,22,2.33581,-46.0
Pelican Sunstream 100 Kayak,201603,74.0,201603,125,1.63432,51.0
Pelican Sunstream 100 Kayak,201604,75.0,201604,9,0.53641,-66.0
Pelican Sunstream 100 Kayak,201605,85.0,201605,95,0.9796,10.0
Pelican Sunstream 100 Kayak,201606,67.0,201606,55,2.26268,-12.0
Pelican Sunstream 100 Kayak,201607,100.0,201607,74,2.28418,-26.0
Pelican Sunstream 100 Kayak,201608,85.0,201608,78,2.25655,-7.0
Pelican Sunstream 100 Kayak,201609,83.0,201609,155,1.08205,72.0
Pelican Sunstream 100 Kayak,201610,93.0,201610,79,1.60211,-14.0
Pelican Sunstream 100 Kayak,201611,106.0,201611,121,0.67656,15.0
Pelican Sunstream 100 Kayak,201612,71.0,201612,81,0.90134,10.0
Pelican Sunstream 100 Kayak,201701,60.0,201701,104,1.40562,44.0
Pelican Sunstream 100 Kayak,201702,67.0,201702,105,0.26709,38.0
Pelican Sunstream 100 Kayak,201703,94.0,201703,100,1.53908,6.0
Pelican Sunstream 100 Kayak,201704,79.0,201704,23,0.57375,-56.0
Pelican Sunstream 100 Kayak,201705,78.0,201705,4,1.05192,-74.0
Pelican Sunstream 100 Kayak,201706,71.0,201706,84,2.03095,13.0
Pelican Sunstream 100 Kayak,201707,81.0,201707,22,0.66168,-59.0
Pelican Sunstream 100 Kayak,201708,93.0,201708,129,2.04143,36.0
Pelican Sunstream 100 Kayak,201709,75.0,201709,29,1.60905,-46.0
Perfect Fitness Perfect Rip Deck,201501,454.0,201501,254,0.49486,-200.0
Perfect Fitness Perfect Rip Deck,201502,368.0,201502,675,0.48195,307.0
Perfect Fitness Perfect Rip Deck,201503,414.0,201503,542,1.45609,128.0
Perfect Fitness Perfect Rip Deck,201504,376.0,201504,633,1.22875,257.0
Perfect Fitness Perfect Rip Deck,201505,316.0,201505,624,0.72904,308.0
Perfect Fitness Perfect Rip Deck,201506,355.0,201506,462,2.30411,107.0
Perfect Fitness Perfect Rip Deck,201507,377.0,201507,1,1.18831,-376.0
Perfect Fitness Perfect Rip Deck,201508,343.0,201508,508,1.13131,165.0
Perfect Fitness Perfect Rip Deck,201509,284.0,201509,550,0.74463,266.0
Perfect Fitness Perfect Rip Deck,201510,288.0,201510,48,1.85482,-240.0
Perfect Fitness Perfect Rip Deck,201511,363.0,201511,391,1.81173,28.0
Perfect Fitness Perfect Rip Deck,201512,289.0,201512,495,0.46164,206.0
Perfect Fitness Perfect Rip Deck,201601,322.0,201601,613,2.23883,291.0
Perfect Fitness Perfect Rip Deck,201602,301.0,201602,261,2.15078,-40.0
Perfect Fitness Perfect Rip Deck,201603,421.0,201603,543,1.57635,122.0
Perfect Fitness Perfect Rip Deck,201604,300.0,201604,481,2.29265,181.0
Perfect Fitness Perfect Rip Deck,201605,414.0,201605,884,2.13911,470.0
Perfect Fitness Perfect Rip Deck,201606,357.0,201606,211,1.18549,-146.0
Perfect Fitness Perfect Rip Deck,201607,354.0,201607,51,2.18387,-303.0
Perfect Fitness Perfect Rip Deck,201608,418.0,201608,931,1.86713,513.0
Perfect Fitness Perfect Rip Deck,201609,331.0,201609,582,1.34924,251.0
Perfect Fitness Perfect Rip Deck,201610,375.0,201610,12,1.35987,-363.0
Perfect Fitness Perfect Rip Deck,201611,329.0,201611,411,1.59273,82.0
Perfect Fitness Perfect Rip Deck,201612,348.0,201612,674,0.36383,326.0
Perfect Fitness Perfect Rip Deck,201701,319.0,201701,529,0.52827,210.0
Perfect Fitness Perfect Rip Deck,201702,361.0,201702,679,0.91894,318.0
Perfect Fitness Perfect Rip Deck,201703,285.0,201703,57,0.39551,-228.0
Perfect Fitness Perfect Rip Deck,201704,329.0,201704,621,0.88657,292.0
Perfect Fitness Perfect Rip Deck,201705,325.0,201705,730,0.94306,405.0
Perfect Fitness Perfect Rip Deck,201706,246.0,201706,288,0.50204,42.0
Perfect Fitness Perfect Rip Deck,201707,242.0,201707,37,2.05885,-205.0
Perfect Fitness Perfect Rip Deck,201708,328.0,201708,158,0.56871,-170.0
Perfect Fitness Perfect Rip Deck,201709,325.0,201709,536,1.65666,211.0
Perfect Fitness Perfect Rip Deck,201710,8.0,201710,2,2.28291,-6.0
Perfect Fitness Perfect Rip Deck,201711,8.0,201711,7,2.30448,-1.0
Perfect Fitness Perfect Rip Deck,201712,6.0,201712,0,0.69517,-6.0
Polar FT4 Heart Rate Monitor,201702,5.0,201702,0,1.33353,-5.0
Polar FT4 Heart Rate Monitor,201704,5.0,201704,0,1.02079,-5.0
Polar FT4 Heart Rate Monitor,201705,3.0,201705,3,1.39781,0.0
Polar FT4 Heart Rate Monitor,201706,4.0,201706,4,1.32714,0.0
Polar FT4 Heart Rate Monitor,201708,3.0,201708,4,0.60882,1.0
Polar FT4 Heart Rate Monitor,201709,6.0,201709,8,1.12102,2.0
Polar Loop Activity Tracker,201501,1.0,201501,1,0.88259,0.0
Polar Loop Activity Tracker,201704,3.0,201704,5,0.86549,2.0
Polar Loop Activity Tracker,201706,1.0,201706,3,2.0014,2.0
Polar Loop Activity Tracker,201707,2.0,201707,2,2.33555,0.0
Polar Loop Activity Tracker,201708,3.0,201708,5,0.52208,2.0
Polar Loop Activity Tracker,201709,2.0,201709,3,1.21829,1.0
Polar Loop Activity Tracker,201711,2.0,201711,1,1.0942,-1.0
Porcelain crafts,201507,1.0,201507,0,1.61761,-1.0
Porcelain crafts,201508,3.0,201508,1,1.64915,-2.0
Porcelain crafts,201510,3.0,201510,1,0.46963,-2.0
Porcelain crafts,201706,2.0,201706,1,0.21563,-1.0
Porcelain crafts,201707,4.0,201707,0,1.12792,-4.0
Porcelain crafts,201710,25.0,201710,39,1.99338,14.0
Porcelain crafts,201711,20.0,201711,36,0.54235,16.0
Rock music,201512,1.0,201512,2,0.34897,1.0
Rock music,201711,2.0,201711,2,0.73288,0.0
Rock music,201712,5.0,201712,16,2.26272,11.0
Smart watch,201512,4.0,201512,7,0.76229,3.0
Smart watch,201601,2.0,201601,4,0.52171,2.0
Smart watch,201602,1.0,201602,1,1.48118,0.0
Smart watch,201711,10.0,201711,30,1.08703,20.0
Smart watch,201712,10.0,201712,42,1.58784,32.0
Sports Books,201508,1.0,201508,0,1.99719,-1.0
Sports Books,201509,1.0,201509,2,1.13312,1.0
Sports Books,201709,4.0,201709,0,0.99432,-4.0
Sports Books,201710,28.0,201710,58,2.03661,30.0
Sports Books,201711,13.0,201711,26,1.46957,13.0
Sports Books,201712,3.0,201712,2,0.99933,-1.0
Stiga Master Series ST3100 Competition Indoor,201707,1.0,201707,0,2.31733,-1.0
Stiga Master Series ST3100 Competition Indoor,201709,3.0,201709,4,2.13431,1.0
Summer dresses,201512,1.0,201512,2,1.54979,1.0
Summer dresses,201602,1.0,201602,2,1.81663,1.0
Summer dresses,201608,1.0,201608,0,1.69644,-1.0
Summer dresses,201711,16.0,201711,25,0.2102,9.0
Summer dresses,201712,30.0,201712,13,1.3625,-17.0
TYR Boys' Team Digi Jammer,201502,2.0,201502,3,2.34477,1.0
TYR Boys' Team Digi Jammer,201503,5.0,201503,0,0.50945,-5.0
TYR Boys' Team Digi Jammer,201505,2.0,201505,1,0.70371,-1.0
TYR Boys' Team Digi Jammer,201506,12.0,201506,11,2.07521,-1.0
TYR Boys' Team Digi Jammer,201508,3.0,201508,5,1.88657,2.0
TYR Boys' Team Digi Jammer,201509,8.0,201509,10,2.16311,2.0
TYR Boys' Team Digi Jammer,201510,8.0,201510,6,1.6519,-2.0
TYR Boys' Team Digi Jammer,201511,5.0,201511,1,0.20808,-4.0
TYR Boys' Team Digi Jammer,201601,5.0,201601,2,1.29869,-3.0
TYR Boys' Team Digi Jammer,201602,5.0,201602,10,2.1718,5.0
TYR Boys' Team Digi Jammer,201603,10.0,201603,6,1.64793,-4.0
TYR Boys' Team Digi Jammer,201604,14.0,201604,14,2.03652,0.0
TYR Boys' Team Digi Jammer,201606,9.0,201606,9,1.35515,0.0
TYR Boys' Team Digi Jammer,201607,3.0,201607,5,1.52628,2.0
TYR Boys' Team Digi Jammer,201608,5.0,201608,5,0.34744,0.0
TYR Boys' Team Digi Jammer,201609,4.0,201609,5,1.35871,1.0
TYR Boys' Team Digi Jammer,201610,7.0,201610,5,1.01994,-2.0
TYR Boys' Team Digi Jammer,201611,2.0,201611,1,0.12995,-1.0
TYR Boys' Team Digi Jammer,201612,6.0,201612,1,1.21077,-5.0
TYR Boys' Team Digi Jammer,201701,2.0,201701,1,2.09162,-1.0
TYR Boys' Team Digi Jammer,201702,4.0,201702,7,0.891,3.0
TYR Boys' Team Digi Jammer,201703,2.0,201703,4,0.96505,2.0
TYR Boys' Team Digi Jammer,201704,4.0,201704,4,2.11785,0.0
TaylorMade 2017 Purelite Stand Bag,201704,3.0,201704,6,1.42333,3.0
TaylorMade 2017 Purelite Stand Bag,201705,2.0,201705,5,2.01129,3.0
TaylorMade 2017 Purelite Stand Bag,201706,3.0,201706,1,1.05739,-2.0
TaylorMade 2017 Purelite Stand Bag,201707,2.0,201707,1,2.14891,-1.0
TaylorMade 2017 Purelite Stand Bag,201708,2.0,201708,0,1.68243,-2.0
TaylorMade 2017 Purelite Stand Bag,201709,1.0,201709,0,0.12471,-1.0
TaylorMade White Smoke IN-12 Putter,201705,2.0,201705,1,2.12838,-1.0
TaylorMade White Smoke IN-12 Putter,201706,12.0,201706,16,1.69854,4.0
TaylorMade White Smoke IN-12 Putter,201707,6.0,201707,2,1.78545,-4.0
TaylorMade White Smoke IN-12 Putter,201708,12.0,201708,16,1.93738,4.0
TaylorMade Women's RBZ SL Rescue,201704,1.0,201704,1,1.65789,0.0
TaylorMade Women's RBZ SL Rescue,201705,1.0,201705,0,0.1715,-1.0
TaylorMade Women's RBZ SL Rescue,201706,2.0,201706,1,1.71796,-1.0
TaylorMade Women's RBZ SL Rescue,201708,1.0,201708,2,1.10552,1.0
TaylorMade Women's RBZ SL Rescue,201709,2.0,201709,4,1.1345,2.0
Team Golf New England Patriots Putter Grip,201503,12.0,201503,17,1.6925,5.0
Team Golf New England Patriots Putter Grip,201504,10.0,201504,12,0.12668,2.0
Team Golf New England Patriots Putter Grip,201505,12.0,201505,17,0.1162,5.0
Team Golf New England Patriots Putter Grip,201506,9.0,201506,18,0.66235,9.0
Team Golf New England Patriots Putter Grip,201508,1.0,201508,0,0.73284,-1.0
Team Golf New England Patriots Putter Grip,201509,4.0,201509,5,1.78917,1.0
Team Golf New England Patriots Putter Grip,201510,2.0,201510,1,0.85522,-1.0
Team Golf New England Patriots Putter Grip,201511,5.0,201511,1,1.22434,-4.0
Team Golf New England Patriots Putter Grip,201512,2.0,201512,3,0.49604,1.0
Team Golf New England Patriots Putter Grip,201601,5.0,201601,6,1.85719,1.0
Team Golf New England Patriots Putter Grip,201602,3.0,201602,5,0.33584,2.0
